الكلمة الأصلية	الجذر	المصدر	النوع
يرجموكم	رجم	رجم	فعل
أرجائها	رجو	أرجاء	اسم
أرجه	رجو	أرجى	فعل
مرجون	رجو	مرجى	اسم
مرحبا	رحب	مرحبا	اسم
ارحمهما	رحم	رحم	فعل
وارحم	رحم	رحم	فعل
وارحمنا	رحم	رحم	فعل
وترحمنا	رحم	رحم	فعل
وترحمني	رحم	رحم	فعل
ترحمون	رحم	رحم	فعل
الراحمين	رحم	راحم	اسم
رحمه	رحم	رحم	فعل
رحمنا	رحم	رحم	فعل
رحماء	رحم	رحيم	اسم
لرحمة	رحم	رحمة	اسم
الرحمة	رحم	رحمة	اسم
برحمة	رحم	رحمة	اسم
برحمته	رحم	رحمة	اسم
برحمتنا	رحم	رحمة	اسم
برحمتك	رحم	رحمة	اسم
رحمت	رحم	رحمة	اسم
رحمتي	رحم	رحمة	اسم
رحمته	رحم	رحمة	اسم
رحمتنا	رحم	رحمة	اسم
رحمتك	رحم	رحمة	اسم
وبرحمته	رحم	رحمة	اسم
ورحمة	رحم	رحمة	اسم
ورحمتي	رحم	رحمة	اسم
ورحمته	رحم	رحمة	اسم
للرحمن	رحم	رحمن	اسم
الرحمن	رحم	رحمن	اسم
بالرحمن	رحم	رحمن	اسم
رحمناهم	رحم	رحم	فعل
الرحيم	رحم	رحيم	اسم
رحيم	رحم	رحيم	اسم
رحيما	رحم	رحيم	اسم
بالمرحمة	رحم	مرحمة	اسم
يرحمنا	رحم	رحم	فعل
يرحمكم	رحم	رحم	فعل
سيرحمهم	رحم	رحم	فعل
ويرحم	رحم	يرحم	فعل
أرحام	رحم	رحم	اسم
أرحامهن	رحم	رحم	اسم
أرحامكم	رحم	رحم	اسم
الأرحام	رحم	رحم	اسم
لمردودون	ردد	مردود	اسم
لتردين	ردد	أردى	فعل
ليردوهم	ردد	ردّ	فعل
لرادك	ردد	راد	اسم
مردود	ردد	مردود	اسم
ارتدوا	ردد	ارتد	فعل
مردفين	ردف	مردف	اسم
أراذلنا	رذل	أرذل	اسم
أرذل	رذل	أرذل	اسم
الأرذلون	رذل	أرذل	اسم
وارزق	رزق	رزق	فعل
وارزقهم	رزق	رزق	فعل
وارزقنا	رزق	رزق	فعل
فارزقوهم	رزق	رزق	فعل
وارزقوهم	رزق	رزق	فعل
وترزق	رزق	رزق	فعل
ترزقانه	رزق	رزق	فعل
الرازقين	رزق	رازق	اسم
برازقين	رزق	رازق	اسم
الرزاق	رزق	رزاق	اسم
لرزقنا	رزق	رزق	فعل
الرزق	رزق	رزق	اسم
برزق	رزق	رزق	اسم
رزق	رزق	رزق	اسم
رزقا	رزق	رزق	اسم
رزقه	رزق	رزق	فعل
رزقهم	رزق	رزق	فعل
رزقها	رزق	رزق	فعل
رزقهن	رزق	رزق	فعل
رزقكم	رزق	رزق	فعل
ورزق	رزق	رزق	فعل
ورزقا	رزق	رزق	اسم
ورزقني	رزق	رزق	فعل
رزقناه	رزق	رزق	فعل
رزقناهم	رزق	رزق	فعل
رزقناكم	رزق	رزق	فعل
ورزقناهم	رزق	رزق	فعل
رزقوا	رزق	رزق	فعل
نرزقهم	رزق	رزق	فعل
نرزقك	رزق	رزق	فعل
نرزقكم	رزق	رزق	فعل
ليرزقنهم	رزق	رزق	فعل
يرزق	رزق	رزق	فعل
يرزقها	رزق	رزق	فعل
يرزقكم	رزق	رزق	فعل
ويرزقه	رزق	رزق	فعل
يرزقون	رزق	رزق	فعل
الراسخون	رسخ	راسخ	اسم
والراسخون	رسخ	راسخ	اسم
الرس	رسس	رس	اسم
أرسل	رسل	أرسل	فعل
فأرسل	رسل	أرسل	فعل
فأرسله	رسل	أرسل	فعل
وأرسل	رسل	أرسل	فعل
أرسلت	رسل	أرسل	فعل
أرسلتم	رسل	أرسل	فعل
أرسلنا	رسل	أرسل	فعل
أرسلنه	رسل	أرسل	فعل
أرسلنك	رسل	أرسل	فعل
فأرسلنا	رسل	أرسل	فعل
وأرسلنا	رسل	أرسل	فعل
وأرسلناه	رسل	أرسل	فعل
وأرسلناك	رسل	أرسل	فعل
أرسله	رسل	أرسل	فعل
فأرسلون	رسل	أرسل	فعل
برسالاتي	رسل	رسالة	اسم
رسالات	رسل	رسالة	اسم
رسالة	رسل	رسالة	اسم
رسالته	رسل	رسالة	اسم
ورسالاته	رسل	رسالة	اسم
للرسل	رسل	رسول	اسم
لرسلهم	رسل	رسول	اسم
لرسول	رسل	رسول	اسم
لرسوله	رسل	رسول	اسم
الرسل	رسل	رسول	اسم
الرسول	رسل	رسول	اسم
الرسولا	رسل	رسول	اسم
بالرسل	رسل	رسول	اسم
برسل	رسل	رسول	اسم
برسلي	رسل	رسول	اسم
برسلنا	رسل	رسول	اسم
برسول	رسل	رسول	اسم
برسوله	رسل	رسول	اسم
برسولهم	رسل	رسول	اسم
رسل	رسل	رسول	اسم
رسلا	رسل	رسول	اسم
رسلي	رسل	رسول	اسم
رسله	رسل	رسول	اسم
رسلهم	رسل	رسول	اسم
رسلنا	رسل	رسول	اسم
رسلك	رسل	رسول	اسم
رسلكم	رسل	رسول	اسم
رسول	رسل	رسول	اسم
رسولا	رسل	رسول	اسم
رسوله	رسل	رسول	اسم
رسولهم	رسل	رسول	اسم
رسولها	رسل	رسول	اسم
رسولنا	رسل	رسول	اسم
رسولكم	رسل	رسول	اسم
وللرسول	رسل	رسول	اسم
ولرسوله	رسل	رسول	اسم
والرسول	رسل	رسول	اسم
وبالرسول	رسل	رسول	اسم
وبرسولي	رسل	رسول	اسم
وبرسوله	رسل	رسول	اسم
ورسلا	رسل	رسول	اسم
ورسلي	رسل	رسول	اسم
ورسله	رسل	رسول	اسم
ورسلنا	رسل	رسول	اسم
ورسول	رسل	رسول	اسم
ورسولا	رسل	رسول	اسم
ورسوله	رسل	رسول	اسم
لمرسلون	رسل	مرسل	اسم
مرسلا	رسل	مرسل	اسم
مرسلين	رسل	مرسل	اسم
مرسلون	رسل	مرسل	اسم
المرسلين	رسل	مرسل	اسم
المرسلون	رسل	مرسل	اسم
والمرسلات	رسل	مرسلة	اسم
لنرسل	رسل	أرسل	فعل
ولنرسلن	رسل	أرسل	فعل
نرسل	رسل	أرسل	فعل
يرسل	رسل	أرسل	فعل
فيرسل	رسل	أرسل	فعل
ويرسل	رسل	أرسل	فعل
مرسيها	رسو	مرسى	اسم
أرسها	رسو	أرسى	اسم
الرشاد	رشد	رشاد	اسم
الرشد	رشد	رشد	اسم
رشدا	رشد	رشد	اسم
رشده	رشد	رشد	اسم
الرشيد	رشد	رشيد	اسم
برشيد	رشد	رشيد	اسم
رشيد	رشد	رشيد	اسم
مرشدا	رشد	مرشد	اسم
يرشدون	رشد	رشد	فعل
لبالمرصاد	رصد	مرصاد	اسم
مرصادا	رصد	مرصاد	اسم
مرصد	رصد	مرصد	اسم
مرصوص	رصص	مرصوص	اسم
أرضعن	رضع	أرضع	فعل
أرضعنكم	رضع	أرضع	فعل
أرضعيه	رضع	أرضع	فعل
فسترضع	رضع	أرضع	فعل
تسترضعوا	رضع	استرضع	فعل
الرضاعة	رضع	رضاعة	اسم
الرضعة	رضع	رضاعة	اسم
مرضعة	رضع	مرضعة	اسم
المراضع	رضع	مرضعة	اسم
يرضعن	رضع	أرضع	فعل
ارتضى	رضو	ارتضى	فعل
تراضوا	رضو	تراضى	فعل
تراض	رضو	تراضي	فعل
ترضيتم	رضو	تراضى	فعل
لترضوا	رضو	رضي	فعل
ترضون	رضو	رضي	فعل
ترضونها	رضو	رضي	فعل
لترضى	رضو	رضي	فعل
ترضى	رضو	رضي	فعل
ترضاها	رضو	رضي	فعل
ترضاه	رضو	رضي	فعل
فترضى	رضو	رضي	فعل
راضية	رضو	راضية	اسم
رضوا	رضو	رضي	فعل
ورضوا	رضو	رضي	فعل
رضوان	رضو	رضوان	اسم
رضوانه	رضو	رضوان	اسم
ورضوان	رضو	رضوان	اسم
ورضوانا	رضو	رضوان	اسم
رضي	رضو	رضي	فعل
رضيا	رضو	رضي	اسم
ورضي	رضو	رضي	فعل
ورضيت	رضو	رضي	فعل
أرضيتم	رضو	رضي	فعل
رضيتم	رضو	رضي	فعل
مرضاة	رضو	مرضاة	اسم
مرضاتي	رضو	مرضاة	اسم
مرضيا	رضو	مرضي	اسم
مرضية	رضو	مرضية	اسم
ليرضوكم	رضو	أرضى	فعل
يرضوه	رضو	أرضى	فعل
وليرضوه	رضو	أرضى	فعل
يرضونه	رضو	أرضى	فعل
يرضونكم	رضو	أرضى	فعل
يرضى	رضو	رضى	فعل
يرضه	رضو	أرضى	فعل
ويرضى	رضو	رضى	فعل
ويرضين	رضو	رضى	فعل
الرعب	رعب	رعب	اسم
الرعد	رعد	رعد	اسم
راعنا	رعي	راعى	فعل
المرعى	رعي	مرعى	اسم
الرعاء	رعي	رعاء	اسم
فارغب	رغب	رغب	فعل
وترغبون	رغب	رغب	اسم
أراغب	رغب	راغب	اسم
راغبون	رغب	راغب	اسم
يرغب	رغب	يرغب	فعل
يرغبوا	رغب	رغب	فعل
مراغما	رغم	مرغم	اسم
الرفث	رفث	رفث	اسم
المرفود	رفد	مرفود	اسم
الرفد	رفد	رفد	اسم
ترفع	رفع	رفع	فعل
ترفعوا	رفع	رفع	فعل
ورافعك	رفع	رافع	اسم
رافعة	رفع	رافعة	اسم
رفع	رفع	رفع	فعل
رفعه	رفع	رفع	فعل
رفعها	رفع	رفع	فعل
ورفع	رفع	رفع	فعل
رفعت	رفع	رفع	فعل
لرفعناه	رفع	رفع	فعل
ورفعنا	رفع	رفع	فعل
ورفعناه	رفع	رفع	فعل
رفيع	رفع	رفيع	فعل
المرفوع	رفع	مرفوع	اسم
مرفوعة	رفع	مرفوعة	اسم
يرفع	رفع	رفع	فعل
يرفعه	رفع	رفع	فعل
مرتفقا	رفق	مرتفق	اسم
مرفقا	رفق	مرفق	اسم
المرافق	رفق	مرفق	اسم
فارتقب	رقب	ارتقب	فعل
فارتقبهم	رقب	ارتقب	فعل
وارتقبوا	رقب	ارتقب	فعل
ترقب	رقب	ترقب	فعل
الرقاب	رقب	رقبة	اسم
رقبة	رقب	رقبة	اسم
الرقيب	رقب	رقيب	اسم
رقيب	رقب	رقيب	اسم
رقيبا	رقب	رقيب	اسم
مرتقبون	رقب	مرتقب	اسم
يترقب	رقب	ترقب	فعل
يرقبوا	رقب	رقب	فعل
يرقبون	رقب	رقب	فعل
مرقدنا	رقد	مرقد	اسم
والرقيم	رقم	رقيم	اسم
مرقوم	رقم	مرقوم	اسم
لرقيك	رقي	رقي	اسم
التراقي	رقي	تراقي	اسم
اركب	ركب	اركب	فعل
اركبوا	ركب	ركب	فعل
لتركبن	ركب	ركب	فعل
لتركبوا	ركب	ركب	فعل
لتركبوها	ركب	ركب	فعل
تركبون	ركب	ركب	فعل
ركاب	ركب	ركاب	اسم
ركبك	ركب	ركب	فعل
والركب	ركب	ركب	اسم
ركبا	ركب	ركبا	اسم
ركبانا	ركب	ركبان	اسم
ركبوا	ركب	ركب	فعل
ركوبهم	ركب	ركوب	اسم
متراكبا	ركب	متراكب	اسم
يركبون	ركب	ركب	اسم
أركسهم	ركس	أركس	فعل
أركسوا	ركس	أركس	اسم
اركض	ركض	ركض	فعل
تركضوا	ركض	ركض	فعل
يركضون	ركض	ركض	فعل
اركعوا	ركع	ركع	فعل
واركعوا	ركع	ركع	فعل
واركعي	ركع	ركع	فعل
الراكعين	ركع	راكع	اسم
الراكعون	ركع	راكع	اسم
راكعا	ركع	راكع	اسم
ركعا	ركع	راكع	اسم
راكعون	ركع	راكع	اسم
والركع	ركع	راكع	اسم
يركعون	ركع	ركع	فعل
مركوم	ركم	مركوم	اسم
كرماد	رمد	رماد	اسم
رمضان	رمض	رمضان	اسم
كالرميم	رمم	رميم	اسم
ورمان	رمن	رمان	اسم
فارهبون	رهب	رهب	فعل
واسترهبوهم	رهب	استرهب	فعل
ترهبون	رهب	رهب	اسم
والرهبان	رهب	راهب	اسم
ورهبانا	رهب	راهب	اسم
ورهبانهم	رهب	راهب	اسم
الرهب	رهب	رهب	اسم
ورهبا	رهب	رهب	اسم
ورهبانية	رهب	رهبانية	اسم
رهبة	رهب	رهبة	اسم
يرهبون	رهب	أرهب	فعل
أرهطي	رهط	رهط	اسم
سأرهقه	رهق	أرهق	فعل
فرهان	رهن	رهان	اسم
الروح	روح	روح	اسم
الرياح	روح	ريح	اسم
ريحا	روح	ريح	اسم
بالروح	روح	روح	اسم
أتريد	رود	أراد	فعل
أتريدون	رود	أراد	فعل
أردتم	رود	أراد	فعل
أردن	رود	أراد	فعل
أردنه	رود	أراد	فعل
روضات	روض	روضة	اسم
روضة	روض	روضة	اسم
الروع	روع	روع	اسم
فراغ	روغ	راغ	فعل
الروم	روم	روم	اسم
لارتاب	ريب	ارتاب	فعل
مرتاب	ريب	مرتاب	اسم
ارتابوا	ريب	ارتاب	فعل
ارتبتم	ريب	ارتاب	فعل
أراد	ريد	أراد	فعل
أريد	ريد	أراد	فعل
يريد	ريد	أراد	فعل
ويريد	ريد	أراد	فعل
يريدا	ريد	أراد	فعل
يريدان	ريد	أراد	فعل
يريدوا	ريد	أراد	فعل
يريدون	ريد	أراد	فعل
ويريدون	ريد	أراد	فعل
أرادا	ريد	أراد	فعل
أرادوا	ريد	أراد	فعل
أرادني	ريد	أراد	فعل
والزبر	زبر	زبر	اسم
الزبر	زبر	زبر	اسم
الزبور	زبر	زبور	اسم
الزبانية	زبن	زبانية	اسم
الزجاجة	زجج	زجاجة	اسم
وازدجر	زجر	ازدجر	فعل
فالزاجرات	زجر	زاجرة	اسم
مزدجر	زجر	مزدجر	اسم
بمزحزحه	زحزح	مزحزح	اسم
زحفا	زحف	زحف	اسم
زخرف	زخرف	زخرف	اسم
زخرفها	زخرف	زخرف	اسم
وزخرفا	زخرف	زخرفا	اسم
وزرابي	زرب	زربية	اسم
تزرعون	زرع	زرع	فعل
تزرعونه	زرع	زرع	فعل
الزراع	زرع	زارع	اسم
الزارعون	زرع	زارع	اسم
الزرع	زرع	زرع	اسم
زرع	زرع	زرع	اسم
والزرع	زرع	زرع	اسم
وزرع	زرع	زرع	اسم
وزروع	زرع	زرع	اسم
كزرع	زرع	زرع	اسم
تزعمون	زعم	زعم	فعل
بزعمهم	زعم	زعم	اسم
زعمت	زعم	زعم	فعل
زعمتم	زعم	زعم	فعل
زعيم	زعم	زعيم	اسم
يزعمون	زعم	زعم	فعل
زفير	زفر	زفير	اسم
وزفيرا	زفر	زفير	اسم
الزقوم	زقم	زقوم	اسم
زقوم	زقوم	زقوم	اسم
زكريا	زكر	زكريا	اسم
وزكريا	زكر	زكريا	اسم
للزكاة	زكو	زكاة	اسم
الزكاة	زكو	زكاة	اسم
زكاة	زكو	زكاة	اسم
والزكاة	زكو	زكاة	اسم
أزكى	زكو	أزكى	اسم
زلزالا	زلزل	زلزال	اسم
زلزالها	زلزل	زلزال	اسم
زلزلة	زلزل	زلزلة	اسم
وزلزلوا	زلزل	زلزل	فعل
لزلفى	زلف	زلفى	اسم
ليزلقونك	زلق	زلق	فعل
استزلهم	زلل	استزل	فعل
بالأزلام	زلم	زلم	اسم
المزمل	زمل	مزمل	اسم
زمهريرا	زمهرير	زمهرير	فعل
زنجبيلا	زنجبيل	زنجبيل	اسم
زانية	زني	زاني	اسم
الزاني	زني	زاني	اسم
الزانية	زني	زانية	اسم
الزنى	زني	زنى	اسم
وتزهق	زهق	زهق	فعل
زاهق	زهق	زاهق	اسم
وزهق	زهق	زهق	فعل
زهوقا	زهق	زهوق	اسم
لأزواجهم	زوج	زوج	اسم
لأزواجك	زوج	زوج	اسم
أزواج	زوج	زوج	اسم
أزواجا	زوج	زوج	اسم
أزواجه	زوج	زوج	اسم
أزواجهم	زوج	زوج	اسم
أزواجهن	زوج	زوج	اسم
أزواجنا	زوج	زوج	اسم
أزواجك	زوج	زوج	اسم
أزواجكم	زوج	زوج	اسم
وأزواج	زوج	زوج	اسم
وأزواجه	زوج	زوج	اسم
وأزواجهم	زوج	زوج	اسم
وأزواجكم	زوج	زوج	اسم
الزوجين	زوج	زوج	اسم
وتزودوا	زود	تزود	فعل
الزاد	زود	زاد	اسم
تزاور	زور	ازّاور	فعل
لتزول	زول	زال	فعل
ازدادوا	زيد	ازداد	فعل
وازدادوا	زيد	ازداد	فعل
لأزيدنكم	زيد	زاد	فعل
تزد	زيد	زاد	فعل
تزداد	زيد	ازداد	فعل
تزيدونني	زيد	زاد	فعل
زادهم	زيد	زاد	فعل
فزادهم	زيد	زاد	فعل
وزاده	زيد	زاد	فعل
وزادهم	زيد	زاد	فعل
وزادكم	زيد	زاد	فعل
زادته	زيد	زاد	فعل
زادتهم	زيد	زاد	فعل
فزادتهم	زيد	زاد	فعل
زادوهم	زيد	زاد	فعل
زادوكم	زيد	زاد	فعل
فزادوهم	زيد	زاد	فعل
زدني	زيد	زاد	فعل
فزده	زيد	زاد	فعل
زدناهم	زيد	زاد	فعل
وزدناهم	زيد	زاد	فعل
زيادة	زيد	زيادة	اسم
وزيادة	زيد	زيادة	اسم
ونزداد	زيد	ازداد	فعل
سنزيد	زيد	زاد	فعل
نزيدكم	زيد	زاد	فعل
وسنزيد	زيد	زاد	فعل
يزده	زيد	زاد	فعل
يزدهم	زيد	زاد	فعل
ويزداد	زيد	ازداد	فعل
ليزدادوا	زيد	ازداد	فعل
يزيدهم	زيد	زاد	فعل
وليزيدن	زيد	زاد	فعل
ويزيدهم	زيد	زاد	فعل
أزاغ	زيغ	أزاغ	فعل
تزغ	زيغ	زاغ	فعل
زاغ	زيغ	زاغ	فعل
زاغوا	زيغ	زاغ	فعل
زيغ	زيغ	زيغ	اسم
يزغ	زيغ	أزاغ	فعل
يزيغ	زيغ	أزاغ	فعل
وازينت	زين	ازيّن	فعل
لأزينن	زين	زيّن	فعل
زين	زين	زين	فعل
فزين	زين	زين	فعل
وزين	زين	زين	فعل
وزينه	زين	زين	فعل
زينا	زين	زين	فعل
وزيناها	زين	زين	فعل
بزينة	زين	زينة	اسم
زينته	زين	زينة	اسم
زينتهن	زين	زينة	اسم
زينتكم	زين	زينة	اسم
وزينة	زين	زينة	اسم
وزينتها	زين	زينة	اسم
فزينوا	زين	زين	فعل
سلهم	سءل	سأل	فعل
فسأل	سءل	سأل	فعل
فساله	سءل	سأل	فعل
وسأل	سءل	سأل	فعل
وسألهم	سءل	سأل	فعل
فاسألوهن	سءل	سأل	فعل
فسألوا	سءل	سأل	فعل
فسألوهم	سءل	سأل	فعل
أسألك	سءل	سأل	فعل
أسألكم	سءل	سأل	فعل
تساءلون	سءل	تساءل	فعل
لتسألن	سءل	سأل	فعل
تسأل	سءل	سأل	فعل
تسألهم	سءل	سأل	فعل
تسألن	سءل	سأل	فعل
تسألني	سءل	سأل	فعل
ولتسألن	سءل	سأل	فعل
تسألوا	سءل	سأل	فعل
تسألون	سءل	سأل	فعل
بسؤال	سءل	سؤال	اسم
سؤلك	سءل	سؤال	اسم
سئلوا	سءل	سأل	فعل
للسائل	سءل	سائل	اسم
للسائلين	سءل	سائل	اسم
السائل	سءل	سائل	اسم
سائل	سءل	سائل	اسم
والسائلين	سءل	سائل	اسم
سألهم	سءل	سأل	فعل
سألها	سءل	سأل	فعل
سألك	سءل	سأل	فعل
سألتهم	سءل	سأل	فعل
سألتك	سءل	سأل	فعل
سألتكم	سءل	سأل	فعل
سألتم	سءل	سأل	فعل
سألتموه	سءل	سأل	فعل
سألتموهن	سءل	سأل	فعل
سألوا	سءل	سأل	فعل
وسألوا	سءل	سأل	فعل
مسؤولا	سءل	مسئول	اسم
مسؤولون	سءل	مسئول	اسم
لنسألنهم	سءل	سأل	فعل
فلنسألن	سءل	سأل	فعل
ولنسألن	سءل	سأل	فعل
نسألك	سءل	سأل	فعل
ليتساءلوا	سءل	تساءل	فعل
يتساءلون	سءل	تساءل	فعل
ليسأل	سءل	سأل	فعل
يسأل	سءل	سأل	فعل
يسأله	سءل	سأل	فعل
يسألك	سءل	سأل	فعل
يسألكم	سءل	سأل	فعل
يسألكموها	سءل	سأل	فعل
وليسألن	سءل	سأل	فعل
وليسألوا	سءل	سأل	فعل
يسألون	سءل	سأل	فعل
يسألونك	سءل	سأل	فعل
ويسألون	سءل	سأل	فعل
