word	root	lemma
يسجن	جذر	أسجى;سجن;سجا;سجى;سج
يسري	جذر	أسرى;سرى;يسر;يسرة
يسيطر	جذر	سيطر
يسيل	جذر	أسال;سال;سيل
يشتبه	جذر	اشتبه
يشتهون	جذر	اشتهى
يشقى	جذر	أشقى;شقي
يشكل	جذر	شكل;أشكل
يشهد	جذر	أشهد;شهد
يصب	جذر	صبا;صاب;وصب;صبي;صب;أصاب
يصدر	جذر	صدر;أصدر
يصنفه	جذر	صنف
يضرب	جذر	أضرب;ضرب
يضيء	جذر	أضاء
يعاقب	جذر	عاقب
يعتذر	جذر	اعتذر
يعجب	جذر	أعجب;عجب
يعد	جذر	عدى;عد;عاد;أعاد;وعد;عدا;أعد
يعيد	جذر	أعاد;عيد
يغريهم	جذر	أغرى;يغر;غرى
يغضبون	جذر	أغضب;غضب
يغنيها	جذر	أغنى;غنى
يغيب	جذر	غاب;غيب
يفتي	جذر	أفتى
يفجر	جذر	أفجر;فجر
يفدي	جذر	أفدى;فدى
يفقد	جذر	أفقد;فقد
يفكرون	جذر	فكر;أفكر
يقاطعون	جذر	قاطع
يقتسم	جذر	اقتسم
يقتنص	جذر	اقتنص
يقسمون	جذر	قسم;أقسم
يقع	جذر	قاع;وقع;أقعى
يقف	جذر	قاف;قف;وقف;أقفى;قفا;قفى
يقلب	جذر	أقلب;قلب
يقيم	جذر	قيم;أقام
يقين	جذر	يقين;قين;وقى;قان
يكررون	جذر	كرر
يكفي	جذر	كفى
يلقى	جذر	لقى;ألقى;لقي;لقا
يمرون	جذر	مر;أمر
يمس	جذر	ماس;أمسى;أمس;مسى;مس
يمسك	جذر	أمسك;ماس;أمسى;مسك;مس;أمس;مسى
يمشي	جذر	مشى;أمشى
يمكننا	جذر	مكن;مكنن;مك;أمكن
يملك	جذر	ملك;أمل;أملك;مل;أملى;أمال;مال
يملي	جذر	أملى
ينافس	جذر	نافس
ينام	جذر	نام;أنام
يناير	جذر	يناير
ينبس	جذر	نبس
ينحدر	جذر	انحدر
ينذر	جذر	أنذر;نذر
ينساها	جذر	نسي;نس
ينشدون	جذر	أنشد;نشد
ينشرون	جذر	نشر;أنشر
ينص	جذر	نصا;نص
ينظر	جذر	أنظر;نظر
ينظف	جذر	نظف
ينقص	جذر	انقص;أنقص;نقص
ينقصها	جذر	أنقص;نقص
ينهضون	جذر	نهض;أنهض
ينوي	جذر	أنوى;نوى
يهتم	جذر	هتم;اهتم
يهدد	جذر	هد;هدد
يهدرونه	جذر	أهدر;هدر
يهز	جذر	هز
يواسي	جذر	واسى
يوحشنا	جذر	أوحش
يودي	جذر	أودى;يود
يورثون	جذر	أورث;ورث
يوظف	جذر	وظف
يوفر	جذر	وفر;أوفر
يوفق	جذر	أوفق;وفق
يولد	جذر	ولد;أولد
يوليو	جذر	يولي;يوليو
يومي	جذر	يومي;يوم
يونايتد	جذر	يونايتد
يونيو	جذر	يونيو
